platform;game;date;category
14;33134;1459123200;0
6;33408;1456704000;0
49;32969;1531267200;0
6;32997;1471910400;0
6;33014;1463097600;0
3;33110;1464825600;0
6;33139;1459814400;0
6;33173;1459814400;0
6;33230;1461974400;0
6;33358;1456704000;0
6;33433;1461024000;0
6;33339;1463011200;0
6;33090;1496707200;0
6;33322;1456876800;0
14;33214;1462320000;0
6;33193;1463356800;0
6;33212;1458345600;0
6;33145;1459468800;0
3;33423;1466640000;0
3;33246;1458604800;0
14;33170;1459296000;0
6;33152;1458864000;0
6;33231;1458432000;0
6;33449;1479340800;0
6;33285;1459296000;0
6;33416;1457913600;0
6;33264;1464307200;0
6;33000;1467331200;0
6;33186;1471478400;0
6;33180;1459123200;0
6;33407;1456790400;0
6;33132;1459468800;0
14;33263;1459382400;0
6;33390;1458259200;0
6;33034;1487721600;0
6;33047;1467849600;0
6;33084;1487376000;0
3;33363;1527724800;0
14;33417;1462233600;0
6;33136;1461715200;0
6;33094;1465776000;0
6;33478;1478217600;0
6;33314;1468800000;0
6;33430;1458259200;0
6;33293;1458259200;0
6;33967;1260835200;0
6;33632;1501804800;0
48;33864;1536019200;0
6;33788;1530316800;4
6;34000;1475107200;0
14;33844;1455148800;0
6;33518;1546214400;2
14;33633;1461196800;0
14;33721;1492041600;0
6;33678;1455062400;0
6;33697;1453161600;0
6;33830;1455840000;0
6;33680;1464652800;0
6;33501;1461110400;0
6;33805;1455148800;0
14;33549;1461888000;0
14;33635;1461801600;0
6;33809;1455235200;0
6;33804;1460505600;0
14;33967;1431648000;0
14;33841;1458691200;0
6;33942;1466553600;0
14;33916;1451865600;0
6;33945;1456358400;0
14;33945;1456358400;0
6;33927;1468972800;0
6;33944;1449100800;0
14;33543;1456358400;0
3;33543;1456358400;0
6;33790;1452038400;0
6;33956;1449446400;0
6;33633;1461196800;0
3;33744;1456704000;0
14;33910;1450396800;0
3;33910;1450396800;0
6;33991;1461196800;0
6;33990;1495411200;0
14;33869;1459209600;0
3;33987;1449705600;0
6;33603;1485820800;0
14;33594;1454025600;0
6;33561;1460592000;0
6;33519;1455235200;0
6;33591;1461196800;0
6;33647;1454025600;0
6;33511;1464739200;0
6;33539;1456704000;0
3;33537;1455753600;0
6;33987;1449705600;0
14;33676;1458259200;0
14;33930;1455580800;0
3;33768;1475625600;0
6;33761;1473292800;0
3;33784;1456704000;0
3;33984;1469750400;0
6;33842;1466121600;0
92;33788;1530316800;4
6;33839;1479686400;0
6;33836;1487721600;0
6;33903;1453680000;0
6;33786;1453420800;0
130;33595;1545350400;0
3;33613;1453852800;0
3;33597;1459209600;0
14;33622;1455580800;0
6;33634;1453334400;0
3;33671;1457308800;0
6;33718;1456099200;0
6;33888;1451865600;0
6;33886;1486944000;0
3;33846;1479254400;0
6;33858;1450396800;0
3;33884;1450742400;0
3;33717;1464048000;0
6;33720;1454284800;0
14;33519;1455235200;0
3;33738;1461196800;0
6;33671;1457308800;0
6;33670;1481500800;0
6;33669;1464912000;0
49;33929;1543536000;0
6;33862;1477612800;0
6;33482;1455753600;0
6;33914;1452211200;0
6;33912;1452211200;0
6;33723;1453420800;0
6;33499;1456099200;0
6;33490;1455580800;0
6;33879;1450915200;0
6;33794;1475107200;0
6;33913;1485820800;0
6;33639;1457568000;0
6;33677;1471564800;0
14;33768;1475625600;0
34;33918;1392422400;0
14;33901;1459987200;0
6;33897;1478131200;0
6;33672;1458086400;0
3;33662;1453852800;0
14;33909;1553126400;0
6;33905;1454371200;0
6;33894;1458432000;0
6;33863;1455494400;0
6;33606;1455494400;0
6;33637;1466380800;0
14;33542;1456876800;0
14;33754;1458777600;0
6;33545;1456358400;0
6;33785;1463443200;0
14;33860;1453420800;0
14;33785;1463443200;0
14;33604;1458864000;0
3;33538;1458777600;0
6;33568;1454284800;0
6;33584;1454976000;0
6;33716;1474848000;0
6;33617;1461715200;0
14;33569;1476835200;0
6;33559;1458086400;0
6;33623;1479427200;0
6;33615;1485907200;0
14;33646;1467331200;0
3;33639;1457568000;0
6;33748;1453161600;0
6;33744;1456704000;0
14;33641;1459987200;0
6;33753;1459728000;0
6;33750;1461628800;0
6;33898;1460419200;0
6;33686;1463616000;0
6;33867;1489104000;0
6;33964;1452816000;0
6;33958;1449532800;0
6;33795;1459209600;0
6;33817;1453420800;0
6;33799;1459814400;0
14;33885;1461283200;0
6;33883;1452729600;0
6;33825;1451952000;0
6;33970;1479772800;0
3;33926;1500940800;0
92;33565;1456963200;0
6;33737;1456099200;0
6;33505;1456358400;0
6;33495;1455840000;0
3;33487;1455494400;0
3;33690;1452729600;0
3;33575;1494201600;0
6;33910;1450396800;0
6;33900;1459987200;0
6;33940;1453766400;0
14;33540;1456358400;0
6;33580;1456272000;0
14;33579;1459209600;0
3;33688;1454457600;0
6;33507;1458604800;0
6;33646;1467331200;0
6;33861;1455840000;0
6;33891;1461283200;0
6;33890;1466553600;0
3;33616;1577750400;2
14;33616;1577750400;2
6;33616;1577750400;2
130;33616;1577750400;2
48;33616;1577750400;2
6;33542;1456876800;0
14;33561;1460592000;0
6;33609;1456185600;0
6;33692;1455667200;0
14;33501;1461110400;0
6;33500;1468368000;0
6;33552;1458172800;0
6;33543;1456358400;0
92;33929;1484870400;0
6;33675;1464220800;0
6;33571;1455148800;0
14;33751;1454284800;0
6;33777;1454025600;0
6;33721;1492041600;0
14;33800;1457308800;0
6;33866;1452816000;0
6;33865;1457654400;0
3;33863;1455494400;0
6;33935;1455235200;0
14;33935;1455235200;0
3;33939;1469145600;0
6;33614;1465516800;0
3;33881;1477008000;0
6;33915;1462752000;0
6;33896;1472083200;0
6;33922;1450396800;0
6;33901;1459987200;0
6;33758;1546214400;2
6;33764;1507766400;0
6;33560;1455494400;0
14;33558;1455840000;0
6;33854;1451865600;0
6;33851;1450828800;0
6;33838;1458864000;0
6;33676;1458259200;0
6;33607;1460073600;0
14;33838;1458864000;0
6;33833;1450656000;0
3;33888;1451865600;0
3;33525;1455667200;0
6;33515;1462406400;0
3;33600;1472601600;0
3;33598;1470355200;0
3;33529;1455753600;0
6;33871;1464825600;0
6;33870;1454284800;0
14;33657;1453248000;0
6;33699;1456876800;0
6;33698;1456358400;0
6;33711;1454630400;0
14;33911;1450656000;0
6;33908;1453852800;0
6;33541;1457049600;0
6;33578;1455148800;0
14;33509;1476403200;0
3;33509;1476403200;0
6;33546;1462406400;0
3;33785;1463443200;0
6;33783;1460332800;0
14;33795;1459209600;0
6;33992;1460505600;0
6;33876;1450396800;0
6;33875;1450396800;0
6;33738;1461196800;0
14;33848;1459209600;0
6;33887;1459468800;0
6;33590;1455840000;0
6;33567;1456963200;0
6;33593;1454025600;0
6;33530;1484179200;0
14;33789;1455235200;0
6;33730;1463529600;0
6;33766;1464307200;0
14;33923;1456272000;0
14;33963;1449100800;0
3;33526;1464739200;0
6;33579;1459209600;0
6;33743;1454025600;0
6;33575;1494201600;0
6;33644;;7
14;33804;1460505600;0
6;33798;1459814400;0
6;33779;1456099200;0
3;33745;1462752000;0
14;33744;1456704000;0
39;33918;1334188800;0
6;33998;1487030400;0
14;33578;1455148800;0
6;33775;1456963200;0
6;33656;1460592000;0
6;33504;1473379200;0
6;33959;1456704000;0
6;33816;1473379200;0
14;33593;1454025600;0
6;33574;1459209600;0
6;33570;1480896000;0
6;33564;1504224000;1
34;33996;;7
39;33996;1539820800;0
6;33537;1455753600;0
6;33581;1455840000;0
6;33635;1461801600;0
14;33719;1459987200;0
6;33485;1456963200;0
6;33710;1459900800;0
6;33835;1466035200;0
6;33826;1451520000;0
14;33856;1456099200;0
3;33706;1452470400;0
3;33561;1460592000;0
6;33853;1452211200;0
6;33954;1456704000;0
6;33681;1478736000;0
6;33650;1455235200;0
14;34001;1449360000;0
6;33996;1450051200;0
3;33705;1452470400;0
3;33595;1477267200;0
14;33864;1453939200;0
6;33661;1455494400;0
6;33660;1470355200;0
6;33857;1455235200;0
6;33653;1467849600;0
6;33884;1450742400;0
14;33681;1478736000;0
6;33494;1458000000;0
6;33493;1459382400;0
6;33489;1462406400;0
6;33848;1459209600;0
6;33960;1449187200;0
14;33958;1449532800;0
6;33562;1461715200;0
14;33996;1450051200;0
6;33994;1449187200;0
6;33988;1473120000;0
14;33596;1465257600;0
92;33842;1466121600;0
6;33691;1456358400;0
6;33934;1459728000;0
3;33929;1484870400;0
6;33792;1458518400;0
6;33605;1484784000;0
14;33600;1472601600;0
6;33596;1465257600;0
6;33585;1462838400;0
6;33638;1456963200;0
6;33709;1452556800;0
6;33695;1453420800;0
6;33600;1472601600;0
14;33688;1454457600;0
3;33739;1457913600;0
3;33737;1456099200;0
6;33731;1489104000;0
6;33769;1452470400;0
6;33754;1458777600;0
6;34001;1449360000;0
6;33916;1451865600;0
14;33881;1477008000;0
14;34000;1475107200;0
14;33999;1477440000;0
6;33774;1458777600;0
34;33735;1451520000;2
6;33693;1455753600;0
6;33688;1454457600;0
14;33536;1546214400;2
6;33717;1464048000;0
14;33717;1464048000;0
6;33873;1450396800;0
6;33715;1452729600;0
6;33986;1450051200;0
6;33724;1455580800;0
3;33667;1473033600;0
6;33706;1452470400;0
3;33775;1456963200;0
6;33582;1455580800;0
3;33558;1455840000;0
6;33818;1478217600;0
6;33869;1459209600;0
6;33510;1457568000;0
6;33813;1546214400;2
6;33732;1454284800;0
6;33524;1457913600;0
6;33525;1455667200;0
14;33525;1455667200;0
6;33899;1456099200;0
6;33588;1461283200;0
14;33779;1456099200;0
6;33778;1488499200;0
6;33554;1462147200;0
3;33541;1457049600;0
14;33807;1454457600;0
6;33822;1454457600;0
6;33880;1456444800;0
6;33859;1452729600;0
48;33569;1518480000;0
6;33757;1452729600;0
6;33810;1452211200;0
6;33690;1452729600;0
6;33599;1458086400;0
6;33895;1474502400;0
3;33895;1474502400;0
6;33847;1502928000;0
39;33985;1423094400;0
6;33968;1436313600;0
6;33536;1546214400;2
130;33507;1573776000;0
6;33728;1455753600;0
6;33713;1459296000;0
6;33747;1455494400;0
6;33749;1483315200;0
6;34118;1499990400;0
6;34472;1442966400;0
14;34412;1448323200;0
14;34104;1546214400;2
6;34280;1446681600;0
3;34481;1469750400;0
14;34516;1444262400;0
14;34306;1459382400;0
6;34302;1449705600;0
6;34042;1448236800;0
14;34023;1492387200;0
6;34044;1450224000;0
14;34134;1461196800;0
3;34134;1461196800;0
6;34132;1447286400;0
3;34148;1446508800;0
6;34210;1449187200;0
6;34102;1453334400;0
14;34211;1449792000;0
6;34040;1468368000;0
14;34039;1454371200;0
6;34080;1479427200;0
6;34067;1481846400;0
6;34066;1457568000;0
6;34500;1443139200;0
6;34149;1458259200;0
14;34148;1446508800;0
6;34172;1489449600;0
14;34159;1453334400;0
3;34153;1449532800;0
6;34465;1470873600;0
6;34405;1498867200;1
6;34461;1441929600;0
6;34439;1444867200;0
6;34436;1450137600;0
6;34509;1455580800;0
6;34005;1479254400;0
3;34030;1447977600;0
3;34031;1457049600;0
3;34028;1449014400;0
6;34133;1448841600;0
6;34122;1450396800;0
6;34147;1447027200;0
6;34143;1450396800;0
6;34140;1462752000;0
14;34179;1447977600;0
6;34283;1455840000;0
6;34311;1444867200;0
6;34382;1457654400;0
3;34378;1447977600;0
14;34398;1445558400;0
14;34414;1460073600;0
6;34408;1447372800;0
6;34092;1489449600;0
6;34492;1443052800;0
6;34501;1440979200;0
6;34267;1546214400;2
130;34511;1499299200;0
6;34207;1425600000;0
6;34011;1452124800;0
6;34057;1449187200;0
14;34257;1450656000;0
6;34157;1445385600;0
6;34154;1445385600;0
6;34144;1445990400;0
6;34141;1449705600;0
6;34258;1444953600;0
6;34043;1447200000;0
3;34396;1444953600;0
6;34019;1490918400;0
6;34051;1482451200;0
6;34050;1447977600;0
3;34049;1453161600;0
3;34472;1442966400;0
6;34166;1449100800;0
6;34155;1461024000;0
6;34178;1450742400;0
6;34176;1466121600;0
14;34182;1445558400;0
6;34198;1456444800;0
3;34479;1441584000;0
6;34148;1446508800;0
6;34177;1449532800;0
14;34196;1449705600;0
6;34270;1445558400;0
48;34122;1539734400;0
6;34431;1442966400;0
6;34404;1447113600;0
14;34402;1444348800;0
6;34495;1444608000;0
6;34490;1446681600;0
6;34522;1450310400;0
6;34195;1460505600;0
6;34279;1477440000;0
6;34158;1459814400;0
3;34195;1460505600;0
14;34472;1442966400;0
3;34489;1444003200;0
14;34469;1480464000;0
6;34482;1501545600;0
3;34087;1447286400;0
14;34092;1489449600;0
6;34510;1441584000;0
6;34499;1467936000;0
14;34143;1450396800;0
6;34278;1455235200;0
3;34182;1445558400;0
6;34105;1450915200;0
6;34272;1491350400;0
6;34273;1445212800;0
3;34291;1446422400;0
14;34282;1459382400;0
6;34384;1460505600;0
6;34376;1452124800;0
6;34291;1446422400;0
6;34286;1445385600;0
6;34285;1449792000;0
6;34300;1462492800;0
39;34433;1436400000;0
6;34041;1459814400;0
3;34038;1453766400;0
6;34298;1456704000;0
39;34295;1495756800;0
6;34208;1464739200;0
14;34029;1448928000;0
3;34142;1447027200;0
6;34169;1447804800;0
3;34165;1448236800;0
6;34180;1449792000;0
6;34056;1448323200;0
14;34340;1464912000;0
6;34034;1450396800;0
6;34060;1458259200;0
3;34178;1450742400;0
6;34182;1445558400;0
6;34103;1454371200;0
14;34096;1446768000;0
14;34102;1453334400;0
3;34102;1453334400;0
6;34095;1447891200;0
6;34091;1465344000;0
6;34244;1470096000;0
6;34181;1447372800;0
14;34181;1447372800;0
14;34186;1448582400;0
14;34261;1484611200;0
3;34398;1445558400;0
6;34442;1443484800;0
6;34397;1458864000;0
6;34089;1447632000;0
6;34049;1453161600;0
3;34048;1476835200;0
6;34079;1450137600;0
6;34160;1455753600;0
6;34086;1486339200;0
6;34083;1453766400;0
9;34347;1484006400;0
3;34020;1448323200;0
3;34033;1476316800;0
6;34217;1453766400;0
39;34484;1456963200;0
6;34268;1260835200;0
3;34241;1446768000;0
6;34231;1492732800;0
130;34039;;7
14;34054;1457308800;0
6;34367;1499990400;0
3;34367;1499990400;0
3;34057;1449187200;0
14;34012;1456358400;0
6;34331;1487894400;0
14;34341;1451952000;0
6;34337;1447891200;0
3;34203;1447372800;0
3;34202;1452643200;0
6;34127;1475625600;0
6;34321;1445817600;0
14;34316;1459987200;0
6;34322;1444176000;0
14;34312;1444608000;0
3;34306;1459382400;0
6;34336;1444348800;0
14;34357;1443744000;0
6;34016;1458172800;0
6;34339;1444262400;0
6;34366;1474502400;0
14;34221;1389312000;0
6;34073;1450310400;0
6;34255;1446163200;0
6;34284;1445558400;0
6;34256;1448928000;0
6;34115;1449187200;0
6;34113;1446076800;0
6;34085;1446681600;0
6;34246;1456790400;0
6;34234;1457654400;0
14;34175;1447027200;0
6;34306;1459382400;0
6;34023;1492387200;0
6;34171;1449532800;0
14;34162;1487808000;0
6;34264;1445212800;0
6;34369;1459382400;0
3;34361;1447718400;0
6;34347;1454284800;0
3;34417;1454025600;0
14;34347;1454284800;0
6;34394;1448841600;0
3;34414;1460073600;0
6;34426;1447632000;0
14;34427;1447977600;0
6;34447;1447977600;0
6;34446;1452816000;0
6;34444;1443657600;0
6;34433;1446768000;0
6;34427;1447977600;0
6;34488;1453680000;0
6;34483;1442275200;0
6;34521;1471478400;0
6;34505;1442793600;0
6;34504;1441238400;0
6;34340;1464912000;0
6;34357;1443744000;0
3;34058;1450656000;0
14;34237;1468281600;0
3;34042;1448236800;0
6;34078;1447027200;0
14;34165;1448236800;0
3;34329;1446768000;0
6;34323;1444953600;0
14;34518;1458777600;0
3;34518;1458777600;0
6;34429;1443571200;0
14;34463;1442534400;0
6;34493;1453075200;0
6;34327;1480636800;0
6;34342;1448323200;0
6;34205;1449187200;0
14;34378;1447977600;0
6;34341;1451952000;0
6;34026;1457308800;0
6;34362;1446249600;0
6;34359;1458259200;0
6;34021;1459468800;0
6;34460;1443657600;0
6;34059;1449014400;0
6;34452;1441843200;0
6;34093;1450137600;0
14;34086;1486339200;0
3;34256;1448928000;0
162;34369;1465344000;0
6;34305;1451952000;0
6;34068;1467849600;0
14;34413;1444867200;0
6;34409;1446163200;0
6;34407;1472169600;0
6;34249;1447891200;0
6;34241;1446768000;0
14;34028;1449014400;0
14;34215;1456790400;0
3;34215;1456790400;0
14;34057;1449187200;0
6;34206;1454630400;0
6;34262;1468108800;0
6;34136;1448236800;0
6;34153;1449532800;0
14;34183;1447632000;0
6;34330;1447632000;0
14;34479;1441584000;0
6;34443;1443398400;0
6;34467;1463616000;0
6;34075;1447804800;0
6;34072;1447804800;0
34;34371;1483142400;2
6;34259;1455235200;0
6;34351;1460505600;0
3;34205;1449187200;0
14;34440;1444262400;0
6;34361;1447718400;0
6;34390;1445385600;0
6;34012;1456358400;0
14;34409;1446163200;0
6;34401;1478217600;0
36;34342;1301443200;0
6;34216;1464652800;0
6;34003;1459814400;0
14;34279;1477440000;0
3;34312;1444608000;0
6;34335;1444176000;0
34;34406;1437177600;0
6;34070;1447804800;0
14;34080;1479427200;0
3;34077;1450656000;0
6;34076;1451952000;0
6;34277;1446595200;0
14;34373;1444780800;0
14;34405;1498867200;1
6;34520;1447977600;0
14;34101;1447027200;0
6;34096;1446768000;0
6;34203;1447372800;0
14;34330;1447632000;0
6;34368;1445558400;0
3;34357;1443744000;0
6;34512;1446508800;0
6;34463;1442534400;0
14;34524;1441584000;0
6;34128;1450137600;0
6;34276;1447200000;0
14;34381;1443484800;0
3;34461;1441929600;0
14;34488;1453680000;0
6;34196;1449705600;0
6;34275;1447804800;0
6;34282;1459382400;0
6;34334;1490832000;0
6;34462;1442880000;0
6;34457;1445212800;0
6;34484;1443657600;0
6;34506;1441238400;0
14;34030;1447977600;0
14;34220;1402531200;0
6;34470;1445212800;0
6;34396;1444953600;0
3;34440;1444262400;0
3;34114;1447718400;0
14;34111;1454284800;0
3;34111;1454284800;0
14;34362;1446249600;0
6;34346;1443398400;0
6;34459;1442448000;0
6;34454;1442534400;0
6;34453;1486598400;0
6;34077;1450656000;0
6;34126;1446422400;0
6;34378;1447977600;0
3;34376;1452124800;0
6;34363;1546214400;2
6;34329;1446768000;0
6;34325;1470009600;0
6;34344;1449705600;0
14;34408;1447372800;0
6;34064;1458864000;0
6;34123;1453852800;0
6;34114;1447718400;0
6;34261;1484611200;0
3;34313;1446768000;0
6;34415;1443657600;0
34;34351;;7
6;34129;1460678400;0
6;34032;1450656000;0
6;34138;1456704000;0
6;34161;1459468800;0
14;34307;1452816000;0
6;34097;1450310400;0
6;34014;1464652800;0
46;34347;1484006400;0
6;34082;1447804800;0
6;34235;1446768000;0
6;34230;1450310400;0
6;34251;1447027200;0
3;34251;1447027200;0
6;34293;1473897600;0
6;34345;1446076800;0
6;34266;1444953600;0
6;34090;1450396800;0
6;34125;1455235200;0
6;34292;1477267200;0
3;34677;1440547200;0
14;34852;1546214400;2
6;34852;1546214400;2
46;34927;1448841600;0
6;34737;1442188800;0
14;34737;1442188800;0
6;34830;1495411200;0
14;34548;1442275200;0
6;35028;1438646400;0
14;34538;1446681600;0
6;34555;1452816000;0
3;34531;1447027200;0
14;34527;1450656000;0
6;34622;1445385600;0
6;34607;1444953600;0
14;34946;1437609600;0
3;34945;1465862400;0
14;34697;1452556800;0
3;34534;1441065600;0
14;34693;1441324800;0
6;34693;1441324800;0
6;34687;1444867200;0
3;34923;1441843200;0
12;34927;1448841600;0
6;34789;1438560000;0
14;34841;1464912000;0
6;34839;1461283200;0
6;35004;1437696000;0
3;34915;1443571200;0
14;34761;1446422400;0
14;34791;1438214400;0
6;34957;1462233600;0
6;34935;1442188800;0
6;34996;1437091200;0
9;34927;1448841600;0
6;34646;1441238400;0
6;34775;1471392000;0
6;34763;1438214400;0
6;34756;1438041600;0
3;34753;1447718400;0
6;34838;1448236800;0
6;34884;1437091200;0
3;34878;1436313600;0
14;34875;1436140800;0
6;34932;1437004800;0
6;34921;1444348800;0
14;34608;1440115200;0
6;34603;1444089600;0
6;34602;1477958400;0
49;34927;1448841600;0
3;34530;1424563200;0
6;35011;1451520000;0
6;35009;1493856000;0
49;34667;1535068800;0
6;34620;1303257600;0
14;34971;1444608000;0
6;34959;1509580800;0
6;34993;1546214400;2
6;34588;1458864000;0
6;34579;1441324800;0
6;34582;1463616000;0
6;34614;1447804800;0
14;34773;1484611200;0
14;34829;1475625600;0
6;34771;1463529600;0
14;34810;1438646400;0
6;34804;1444867200;0
14;34804;1444867200;0
14;34974;1436313600;0
14;34973;1436400000;0
6;34599;1458000000;0
6;34992;1435104000;0
92;34932;1437004800;0
14;35023;1434931200;0
6;34999;1449792000;0
6;34988;1438128000;0
6;34885;1447891200;0
14;34750;1490659200;0
6;34609;1442880000;0
6;34574;1440979200;0
6;34755;1439337600;0
6;34821;1438300800;0
14;34858;1437350400;0
14;34545;1444867200;0
14;34544;1444348800;0
6;34529;1440979200;0
6;34774;1441065600;0
6;34835;1439424000;0
14;34854;1437091200;0
6;34873;1477353600;0
6;34720;1455494400;0
14;34778;1493078400;0
14;34633;1440633600;0
6;35033;1435708800;0
6;34859;1438300800;0
6;34853;1451260800;0
14;34846;1440460800;0
6;34888;1437609600;0
3;34870;1440115200;0
3;34880;1453680000;0
92;34705;1516665600;0
6;34564;1440979200;0
6;34584;1441929600;0
6;34595;1441238400;0
14;34558;1466985600;0
6;34570;1441065600;0
6;34931;1442361600;0
6;34594;1446508800;0
6;34590;1447804800;0
3;34588;1458864000;0
3;34693;1441324800;0
6;34788;1438905600;0
3;34652;1445472000;0
6;34645;1449014400;0
3;34971;1444608000;0
6;34782;1437609600;0
6;34779;1439337600;0
14;34690;1443571200;0
6;34886;1436400000;0
3;34928;1458777600;0
6;34578;1443571200;0
3;34589;1440547200;0
6;34581;1461801600;0
6;34600;1456790400;0
6;34621;1444003200;0
34;35007;1495670400;0
3;34911;1435881600;0
6;34946;1437609600;0
6;34964;1444780800;0
14;34698;1441756800;0
6;34861;1438819200;0
6;34660;1495756800;0
14;34659;1496707200;0
3;34942;1437091200;0
3;34775;1471392000;0
3;34806;1447891200;0
14;34713;1445558400;0
6;34898;1436745600;0
6;34703;1546214400;2
92;34665;1519862400;0
6;34792;1517961600;0
14;34837;1439337600;0
48;34758;1454025600;0
3;34903;1436832000;0
6;34637;1441843200;0
6;34636;1444953600;0
6;34716;1440374400;0
14;34657;1496707200;0
6;34973;1436400000;0
6;34965;1436832000;0
14;35033;1435708800;0
6;34995;1447977600;0
6;35019;1445817600;0
6;35012;1438300800;0
14;34634;1450310400;0
6;34662;1493596800;1
6;34980;1436832000;0
6;34776;1453852800;0
6;34773;1484611200;0
6;34808;1441324800;0
14;34808;1441324800;0
14;34696;1443052800;0
14;34533;1449705600;0
6;34610;1471824000;0
6;34673;1445817600;0
6;34976;1546214400;2
6;34824;1458086400;0
6;34831;1442534400;0
3;34823;1452816000;0
6;34986;1434931200;0
6;35026;1436745600;0
6;34975;1438646400;0
3;34837;1439337600;0
14;34584;1441929600;0
6;34583;1442966400;0
3;34796;1455494400;0
6;34823;1452816000;0
6;34923;1441843200;0
6;34658;1546214400;2
6;34814;1470009600;1
6;34926;1437609600;0
6;34918;1436745600;0
6;34833;1449100800;0
6;34863;1450656000;0
6;34747;1441843200;0
14;34976;1546214400;2
6;34700;1541548800;0
14;34700;1541548800;0
6;34617;1450915200;0
3;34829;1475625600;0
34;34932;1451520000;2
6;34702;1445212800;0
3;34699;1446422400;0
6;34744;1488240000;0
3;34621;1444003200;0
6;34656;1468281600;0
3;34601;1449619200;0
6;34640;1440633600;0
14;34942;1437091200;0
6;34977;1453766400;0
3;34594;1446508800;0
6;34847;1445212800;0
14;34872;1453420800;0
6;35016;1433980800;0
6;35015;1435536000;0
6;34748;1439856000;0
6;34787;1438905600;0
3;34810;1438646400;0
6;34805;1438300800;0
6;34726;1481673600;0
6;34768;1438214400;0
14;35006;1484524800;0
6;34997;1435622400;0
6;34989;1435708800;0
14;34635;1462492800;0
6;35034;1496102400;0
6;34817;1443139200;0
14;34828;1449187200;0
3;34868;1443484800;0
6;34666;1495497600;0
6;35013;1452124800;0
6;34712;1475193600;0
6;34711;1458777600;0
6;34874;1489708800;0
6;34606;1446508800;0
6;34604;1456272000;0
6;34631;1453334400;0
14;34621;1444003200;0
6;34688;1459814400;0
6;34681;1473811200;0
14;34677;1440547200;0
6;34741;1476921600;0
6;34729;1439510400;0
6;34759;1440028800;0
6;34746;1487030400;0
6;34890;1437523200;0
14;34905;1442966400;0
6;34878;1436313600;0
6;34576;1477526400;0
14;34777;1447632000;0
14;34782;1437609600;0
6;34780;1437523200;0
6;34777;1447632000;0
6;34661;1495065600;0
6;34659;1496707200;0
6;34916;1442275200;0
14;34945;1465862400;0
14;34935;1442188800;0
6;34934;1435276800;0
3;35001;1467676800;0
6;34551;1447027200;0
6;34565;1441238400;0
3;34654;1445385600;0
6;34634;1443052800;0
6;34537;1447113600;0
14;34579;1441324800;0
6;34626;1442188800;0
3;34647;1454025600;0
6;34904;1446595200;0
6;34731;1441324800;0
6;34722;1440460800;0
6;34764;1450828800;0
6;34762;1440115200;0
6;34761;1446422400;0
6;34895;1495152000;0
6;34663;1494979200;0
6;34899;1437004800;0
3;34932;1437004800;0
6;34922;1480377600;0
6;34914;1438646400;0
6;34956;1437004800;0
6;34951;1464652800;0
6;34991;1466035200;0
6;34870;1440115200;0
14;34928;1458777600;0
6;34924;1441929600;0
6;34889;1440720000;0
6;34657;1496707200;0
39;35007;1487203200;0
6;34638;1493856000;0
6;34955;1437091200;0
6;34843;1436313600;0
6;34829;1475625600;0
14;34817;1443139200;0
6;34811;1437091200;0
6;34806;1447891200;0
6;34794;1440028800;0
6;34978;1448323200;0
6;34969;1438300800;0
6;34963;1435536000;0
6;35000;1435017600;0
48;34822;1568851200;0
6;34670;1549238400;0
6;34605;1441584000;0
49;34758;1454025600;0
163;34665;1519862400;0
6;34809;1443139200;0
3;34801;1477353600;0
6;34543;1463097600;0
6;34550;1443571200;0
6;34573;1441929600;0
14;34589;1440547200;0
3;34698;1441756800;0
6;34869;1438041600;0
14;34838;1448236800;0
14;34975;1438646400;0
6;34974;1436313600;0
6;34971;1444608000;0
6;34709;1442361600;0
6;34739;1442793600;0
6;34754;1440720000;0
6;34753;1447718400;0
6;34797;1438214400;0
6;34796;1455494400;0
6;34567;1453334400;0
6;34575;1449619200;0
6;34554;1450137600;0
6;34692;1442793600;0
6;34676;1449100800;0
6;34675;1444953600;0
6;34548;1442275200;0
6;34557;1482364800;0
6;34571;1450051200;0
6;34589;1440547200;0
3;34655;1440115200;0
6;34639;1460678400;0
6;34580;1458864000;0
6;35025;1436313600;0
6;34684;1471564800;0
14;34724;1441756800;0
3;34681;1473811200;0
6;34672;1439164800;0
6;34740;1464739200;0
3;34721;1445299200;0
6;34855;1443571200;0
6;34615;1442361600;0
14;34642;1440460800;0
14;34588;1458864000;0
6;34813;1439251200;0
6;34568;1441324800;0
6;34577;1475452800;0
6;34871;1438560000;0
6;34868;1443484800;0
6;35032;1438300800;0
3;35005;1180224000;0
6;34876;1461888000;0
6;34563;1472169600;0
6;34572;1487635200;0
6;34559;1442966400;0
6;34613;1445472000;0
6;34627;1441152000;0
6;34840;1446768000;0
6;34905;1442966400;0
6;34917;1453334400;0
6;34848;1449792000;0
6;34906;1437696000;0
6;34940;1437955200;0
14;34979;1442966400;0
6;34611;1465171200;0
6;34654;1445385600;0
6;34647;1454025600;0
6;34952;1435881600;0
6;34944;1447113600;0
6;34668;1494892800;0
14;34884;1437091200;0
3;34622;1445385600;0
6;35022;1438214400;0
6;34623;1444003200;0
6;34655;1440115200;0
6;34770;1452729600;0
6;34815;1441152000;0
3;34884;1437091200;0
6;34538;1446681600;0
6;34593;1440720000;0
14;34706;1465257600;0
6;34683;1459468800;0
14;34674;1465171200;0
6;34810;1438646400;0
6;34630;1494547200;0
